offer_id,title,description,label,code,featured,source,deeplink,affiliate_link,cashback_link,url,image_url,brand_logo,type,store,merchant_home_page,categories,standard_categories,start_date,end_date,status,primary_location,locations,language,rating
13248482,"24-7PressRelease.com – Your ticket to publicity and visibility.","Press Release Service 24-7PressRelease.com","Hot Offer",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,Graphics,,,,"United States of America",US,en,1
13248484,"Increase your search engine rankings and drive traffic to your website. | 24-7PressRelease.com","Increase your search engine rankings and drive traffic to your website. | 24-7PressRelease.com","Great Value",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
13248485,"24-7PressRelease.com – Press release service with results.","Press Release Distribution 24-7PressRelease.com","Best Offer",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,Graphics,,,,"United States of America",US,en,1
13248486,"Publish Your Story to the World | 24-7PressRelease.com","Publish Your Story to the World | 24-7PressRelease.com","Best Offer",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
18026726,"Exclusive New Customer Offer: Get 20% Off Up to $30 Sitewide at PetMeds with code: NTF","Exclusive New Customer Offer: Get 20% Off Up to $30 Sitewide at PetMeds with code: NTF -- Autoship NOT required, New customers only, Exclusions Apply","20% off",NTF,No,pepperjam,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2025-01-15,,,"United States of America",US,en,2
18026727,"Save 35% Off Sitewide up to $20 with Autoship at PetMeds with code: AUTO35","Save 35% Off Sitewide up to $20 with Autoship at PetMeds with code: AUTO35 -- valid through 12/31/24 -- Exclusions Apply, Autoship Required, Stackable, 1 use per customer","save 35%",AUTO35,No,pepperjam,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2025-01-15,,,"United States of America",US,en,2
18928411,"Save 35% with first AutoShip order + 5% off future Autoship orders at PetMeds!","Save 35% with first AutoShip order + 5% off future Autoship orders at PetMeds using code: SAVE35
See site for details.","save 35%",SAVE35,No,pepperjam,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2022-01-24,,,"United States of America",US,en,2
21078807,"Generate Instant Publicity. Get Your News to Consumers & Journalists. | 24-7PressRelease.com","Press Release Service 24-7PressRelease.com","Great Value",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
21078808,"Instant online visibility. News direct to consumers, journalist, & bloggers. | 24-7PressRelease.com","Press Release Distribution Service 24-7PressRelease.com","Best Offer",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
21078809,"Instant online visibility. News direct to consumers, journalist, & bloggers. | 24-7PressRelease.com","Instant online visibility. News direct to consumers, journalist, & bloggers. | 24-7PressRelease.com","Save Big",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
21078810,"24-7PressRelease.com – Share Your News with Journalists, Consumers, & Bloggers","24-7PressRelease.com – Share Your News with Journalists, Consumers, & Bloggers","Great Value",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
21078811,"24-7PressRelease.com – Share Your News with Journalists, Consumers, & Bloggers","Press Release Distribution 24-7PressRelease.com","Great Value",,No,cj,,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,http://www.24-7pressrelease.com/pricing_plans.php,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
21078812,"Generate Instant Publicity. Get Your News to Consumers & Journalists. | 24-7PressRelease.com","Press Release Distribution 24-7PressRelease.com","Hot Offer",,No,cj,,http://www.24-7pressrelease.com,http://www.24-7pressrelease.com,http://www.24-7pressrelease.com,,https://brandlogos.org/api/get/images/?brand=24-7pressrelease.com&size=[size]&format=[format]&token=6cf9dfbc1b43afc21cb9c18fd0a1c8373c7cda0a78fa2a4cb2f63f5b321786c4&domain=nectarly.us,Deal,24-7pressrelease.com,https://www.24-7pressrelease.com/,Marketing,,,,,"United States of America",US,en,1
24585182,"MID SEASON SALEMID SEASON SALE ()",,"Great Value",,No,brandreward,,https://24uomo.com/,https://24uomo.com/,https://24uomo.com/,,https://brandlogos.org/api/get/images/?brand=24uomo.com&size=[size]&format=[format]&token=fd175c05087703b1576f6437e290f3ddedaca81056215f19c72576852d93ebc7&domain=nectarly.us,Deal,24uomo.com,https://24uomo.com/,,,2025-06-03,,,Netherlands,NL,en,0
24617682,"Save $5-$20 Off Sitewide at PetMeds with code: PETS","Save $5-$20 Off Sitewide at PetMeds with code: PETS -- AutoShip not required -- Tiered Promo: $5 off orders of $0-$120, $10 off orders $120-$170, $15 off orders $170-$220, $20 off orders $220+","save $5",PETS,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2025-03-27,,,"United States of America",US,en,2
24619852,"Exclusive New Customer Offer: Get 20% Off Up to $30 Sitewide at PetMeds with code: NTF","Exclusive New Customer Offer: Get 20% Off Up to $30 Sitewide at PetMeds with code: NTF -- Autoship NOT required, New customers only, Exclusions Apply","20% off",NTF,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2025-01-15,,,"United States of America",US,en,2
24619853,"Save 35% Off Sitewide up to $20 with Autoship at PetMeds with code: AUTO35","Save 35% Off Sitewide up to $20 with Autoship at PetMeds with code: AUTO35 -- valid through 12/31/24 -- Exclusions Apply, Autoship Required, Stackable, 1 use per customer","save 35%",AUTO35,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2025-01-15,,,"United States of America",US,en,2
24619855,"Save 40% off your first AutoShip Order at PetMeds with code: NEW40","Save 40% off your first AutoShip Order at PetMeds with code: NEW40 -- Exclusions Apply, Autoship Required, Stackable, 1 use per customer","save 40%",NEW40,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2025-01-15,,,"United States of America",US,en,2
24621705,"2Game WW",undefined,"Best Offer",cashback,No,digidip,,https://2game.com,https://2game.com,https://2game.com,,https://brandlogos.org/api/get/images/?brand=2game.com&size=[size]&format=[format]&token=f6e7c2e97a0fcfdfb5f0b16884c505080c4d5c3392cb726f087d49b90bca6d17&domain=nectarly.us,Code,2game.com,https://2game.com/,Games,Gaming,2024-07-19,,,"multi country",,en,2
24622628,"Save 35% off with Autoship at PetMeds with code: FOOD35","Save 35% off with Autoship at PetMeds with code: FOOD35 - evergreen offer - excluding Merck products","save 35%",FOOD35,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2024-04-04,,,"United States of America",US,en,2
24624556,"New Customers Save 35% Off with Autoship at PetMeds using code: NEW35","New Customers Save 35% Off with Autoship at PetMeds using code: NEW35","save 35%",NEW35,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2023-03-21,,,"United States of America",US,en,2
24624557,"New Customers Save 25% Off 1-time Purchase at PetMeds using code: NEW4U","New Customers Save 25% Off 1-time Purchase at PetMeds using code: NEW4U","save 25%",NEW4U,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2023-03-21,,,"United States of America",US,en,2
24624726,"40% off up to $40 at PetMeds with Autoship for New Customers!","40% off up to $40 at PetMeds with Autoship for New Customers with code: NEW40","40% off",NEW40,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2023-02-14,,,"United States of America",US,en,2
24626455,"Save 35% with first AutoShip order + 5% off future Autoship orders at PetMeds!","Save 35% with first AutoShip order + 5% off future Autoship orders at PetMeds using code: SAVE35
See site for details.","save 35%",SAVE35,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2022-01-24,,,"United States of America",US,en,2
24627019,"New Customers Save 40% + Extra 5% With Autoship & Save at 1-800-PetMeds! Shop Now!","1-800-PetMeds - New Customer Program: Save 40% + Extra 5% With Autoship & Save! Note: Up to $25 discount. Offer is 1 per new customer. Cannot combine offers. Excludes Merck products. Code: NC40","save 40%",NC40,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies",2021-11-12,,,"United States of America",US,en,2
24627078,"7% off can be used once on minimum order 39 euro.",,"7% off",NUOVO7,No,digidip,,http://www.1000farmacie.it,http://www.1000farmacie.it,http://www.1000farmacie.it,,https://brandlogos.org/api/get/images/?brand=1000farmacie.it&size=[size]&format=[format]&token=419821d0191fafcdda0ef34f3fb4cf5666f8e3b0ab410715c018caac5a4062ae&domain=nectarly.us,Code,1000farmacie.it,https://www.1000farmacie.it/,,"Medical Supplies",2021-09-29,2033-09-30,,Italy,IT,en,1
24627165,"Easy refill: Save up to $20 when you refill your pet's meds at 1800petmeds.com. Shop Now!","Easy refill: Save up to $20 when you refill your pet's meds at 1800petmeds.com. Shop Now!","save $20",EZREFILL,No,digidip,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,,"Pet Supplies,Medical Supplies",2021-03-12,,,"United States of America",US,en,2
24641678,"2% kwoty zamówienia w formie punktów","1. Jeden punkt bonusowy = 1 zł2. W przypadku przyznawania punktów bonusowych, bonusy zaokrąglamy na korzyść klienta.3. Naliczone punkty bonusowe mogą być wykorzystane już następnego dnia.4. Klient może zapłacić bonusami za zarówno jak za towar tak i za dostawę (usługę).5. Termin ważności bonusów wynosi aż 6 miesięcy od daty naliczenia.6. Bonusy są naliczane przy powtarzających się zamówieniach tylko za część zamówienia dotyczącą płatności bezpośredniej za towar (bez uwzględnienia części bonusowej).7. Możesz opłacić aż 99% wartości zamówienia korzystając z bonusów, co najmniej 1 zł musi być wpłacony w punktach niebonusowych.8. Przy zwrocie towarów są odejmowane punkty bonusowe tylko za zwrócone towary.&nbsp;","Zapisz duży",,No,webepartners,,https://2407.pl/pages/system-premii-lojalnosciowych-dla-klientow/,https://2407.pl/pages/system-premii-lojalnosciowych-dla-klientow/,https://2407.pl/pages/system-premii-lojalnosciowych-dla-klientow/,https://image.weben1.com/logo/1XyPykP-iYCfAzeD6Ow3fx-3lyCxnElZT.png,https://brandlogos.org/api/get/images/?brand=2407.pl&size=[size]&format=[format]&token=f518b771758a62a809ff92dc80582ecf5852a90bf2aa07e754648bb0cb041293&domain=nectarly.us,Deal,2407.pl,https://2407.pl/,"Części samochodowe","Automobile Parts",2024-01-26,2027-01-20,,Poland,PL,pl,0
24783742,"PetMeds - Evergreen Banner - 05","PetMeds - Evergreen Banner - 05","Super Offer",,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,http://www.pntrac.com/b/4-470035-47736-219166,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Deal,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2022-02-02,,,"United States of America",US,en,1
24783743,"PetMeds - Evergreen Banner - 04","PetMeds - Evergreen Banner - 04","Great Value",,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,http://www.pntra.com/b/4-470034-47736-219166,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Deal,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2022-02-02,,,"United States of America",US,en,1
24783745,"PetMeds - Evergreen Banner - 02","PetMeds - Evergreen Banner - 02","Hot Offer",,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,http://www.pjatr.com/b/4-470032-47736-219166,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Deal,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2022-02-02,,,"United States of America",US,en,1
24783746,"PetMeds - Evergreen Banner - 01","PetMeds - Evergreen Banner - 01","Hot Offer",,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,http://www.pjatr.com/b/4-470031-47736-219166,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Deal,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2022-02-02,,,"United States of America",US,en,1
24783747,"PetMeds Logo 336x280","PetMeds Logo 336x280","Best Offer",,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,http://www.pntra.com/b/4-470029-47736-219166,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Deal,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2022-02-02,,,"United States of America",US,en,1
24783750,"Logo 468x60","Logo 468x60","Hot Offer",,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,http://www.pjtra.com/b/4-438853-47736-219166,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Deal,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2020-12-11,,,"United States of America",US,en,1
24783756,"Save 35% off with Autoship at PetMeds with code: FOOD35","Save 35% off with Autoship at PetMeds with code: FOOD35 - evergreen offer - excluding Merck products","save 35%",FOOD35,No,flexoffers,,https://www.1800petmeds.com/,https://www.1800petmeds.com/,https://www.1800petmeds.com/,,https://brandlogos.org/api/get/images/?brand=1800petmeds.com&size=[size]&format=[format]&token=b061905397e44b387a5590ab545c592b6c8b028195527fb54c787caae0d5b4fa&domain=nectarly.us,Code,1800petmeds.com,https://www.1800petmeds.com/,"Pets and Animal Services","Pet Supplies",2024-04-04,,,"United States of America",US,en,2
